epsilon
15
1  0.0000000000
2  0.2129086000
3  0.2247587000
4  0.2254832000
5  0.2319578000
6  0.2406920000
7  0.2410972000
8  0.2490735000
9  0.2515787000
10  0.2526580000
11  0.2637156000
12  0.2664488000
13  0.2670707000
14  0.2674505000
15  0.2710832000
kappa
117
1    14 -7.16881e-05
1    17  8.27397e-05
1    18  1.23038e-04
1    22  1.07366e-04
1    25 -9.01212e-05
1    27 -1.95682e-04
2     9  3.00367e-04
2    14  5.02015e-03
2    17 -4.98669e-03
2    18 -7.59745e-04
2    21  3.28708e-03
2    22 -2.23493e-03
2    25 -4.64425e-04
2    27 -2.04051e-03
3     9  2.82593e-03
3    14 -1.86069e-03
3    17  7.84802e-04
3    18 -2.14650e-03
3    21  4.07450e-03
3    22 -5.70720e-03
3    25 -1.04234e-04
3    27  1.22339e-03
4     9  5.30568e-03
4    14  1.78273e-03
4    17 -1.25996e-03
4    18 -3.57271e-03
4    21  5.47957e-03
4    22 -9.30433e-03
4    25 -4.40162e-04
4    27 -1.30979e-03
5     9  7.45583e-03
5    14 -2.53881e-04
5    17 -5.05460e-04
5    18 -4.16900e-03
5    21  2.30064e-03
5    22 -5.35412e-03
5    25 -4.79414e-04
5    27 -1.43001e-05
6     9  5.44317e-03
6    14  5.22934e-03
6    17 -3.35604e-03
6    18 -3.48308e-04
6    21 -3.99702e-03
6    22  5.89937e-03
6    25 -1.77725e-04
6    27 -2.86697e-04
7     9 -2.11242e-03
7    14  1.54565e-03
7    17 -2.33452e-03
7    18  1.53238e-03
7    21 -4.12838e-04
7    22  3.94755e-03
7    25  1.59501e-04
7    27  4.25003e-04
8     9  3.07489e-03
8    14 -1.83531e-03
8    17  3.44826e-04
8    18 -2.80612e-03
8    21  4.26745e-03
8    22 -6.03087e-03
8    25 -6.27630e-04
8    27  2.75565e-04
9     9  2.82145e-03
9    14 -2.15338e-03
9    17  7.34929e-04
9    18 -2.41296e-03
9    21  4.04479e-03
9    22 -5.87989e-03
9    25 -4.17882e-04
9    27  3.93594e-04
10     9  5.39723e-03
10    14 -7.52702e-04
10    17  2.54097e-04
10    18 -1.90126e-03
10    21  3.40152e-03
10    22 -5.05351e-03
10    25  6.09621e-04
10    27  1.03694e-03
11     9 -2.13014e-03
11    14  1.89314e-03
11    17 -2.63103e-03
11    18  1.33962e-03
11    21 -4.37870e-04
11    22  4.09759e-03
11    25 -4.70728e-04
11    27 -4.19611e-04
12     9  1.45897e-03
12    14  3.42161e-04
12    17 -5.21897e-04
12    18 -2.31051e-04
12    21  3.00951e-03
12    22 -2.33553e-03
12    25 -5.20074e-04
12    27  1.45053e-03
13     9 -2.36001e-03
13    14  1.39866e-03
13    17 -2.54713e-03
13    18  1.59074e-03
13    21 -3.84878e-04
13    22  3.98012e-03
13    25 -3.42631e-04
13    27 -3.55705e-04
14     9  2.40318e-04
14    14  1.43943e-03
14    17 -1.37702e-03
14    18  7.72973e-04
14    21  1.38611e-03
14    22  4.48489e-04
14    27  8.39734e-04
15     9  3.04423e-03
15    14 -1.84942e-03
15    17  3.92811e-04
15    18 -2.81150e-03
15    21  3.88245e-03
15    22 -5.65769e-03
15    25  2.55757e-04
15    27  7.66459e-04
lambda
517
1   2   9 -4.90165e-03
1   2  14 -8.54139e-03
1   2  17  1.59125e-03
1   2  18 -5.39316e-03
1   2  21  9.68766e-03
1   2  22 -1.45712e-02
1   2  25  7.92308e-04
1   2  27 -8.57175e-04
1   3   8  2.94122e-03
1   3  10  1.06435e-02
1   3  15  1.64366e-03
1   4  12 -1.08949e-03
1   4  16 -6.70895e-03
1   4  19 -2.07084e-03
1   4  20  5.53009e-03
1   4  23 -2.66636e-03
1   4  24 -1.65893e-03
1   4  26  9.09751e-04
1   5   7  1.51032e-02
1   5  11 -6.90256e-03
1   5  13 -1.11126e-02
1   6   8 -2.87794e-03
1   6  10 -9.57348e-03
1   6  15 -3.54805e-03
1   7   7 -2.33946e-03
1   7  11 -6.65606e-03
1   7  13  8.55678e-03
1   8   8 -1.31710e-03
1   8  10 -1.14501e-03
1   8  15  3.80603e-03
1   9  12 -4.33624e-04
1   9  16 -7.52713e-04
1   9  19 -3.52044e-04
1   9  20  1.84116e-04
1   9  23  1.48012e-03
1   9  24  1.38478e-04
1   9  26  3.73068e-04
1  10   7 -8.00625e-03
1  10  11 -7.11250e-03
1  10  13  8.70160e-03
1  11   7 -5.47645e-03
1  11  11 -1.97002e-03
1  11  13  3.20792e-03
