epsilon
25
 1  0.0000000000
 2  0.2105647000
 3  0.2228776000
 4  0.2302251000
 5  0.2326463000
 6  0.2327476000
 7  0.2416717000
 8  0.2442375000
 9  0.2483308000
10  0.2485972000
11  0.2492280000
12  0.2511593000
13  0.2555369000
14  0.2565958000
15  0.2619224000
16  0.2622627000
17  0.2635618000
18  0.2675420000
19  0.2685642000
20  0.2740859000
21  0.2750837000
22  0.2810094000
23  0.2829452000
24  0.2889740000
25  0.2950967000
kappa
193
 2     9  2.83325e-03
 2    13 -3.32997e-03
 2    16  2.74653e-03
 2    18  2.94479e-03
 2    21  2.82206e-03
 2    22 -9.23443e-03
 2    25  3.44567e-04
 2    27 -7.98922e-04
 3     9  2.99587e-03
 3    13 -2.52596e-03
 3    16  1.62753e-03
 3    18  3.00031e-03
 3    21  2.46086e-03
 3    22 -7.94283e-03
 3    25  5.50152e-04
 3    27 -3.39119e-04
 4     9 -2.38962e-03
 4    13  1.39474e-04
 4    16 -2.65116e-03
 4    21  1.41490e-03
 4    22  1.58139e-03
 4    25  2.73729e-05
 4    27 -1.50395e-04
 5     9  2.80457e-03
 5    13 -3.51135e-03
 5    16  2.88253e-03
 5    18  3.05937e-03
 5    21  2.79622e-03
 5    22 -9.34944e-03
 5    25  3.50567e-04
 5    27 -6.91737e-04
 6     9  3.11736e-03
 6    13 -3.36677e-03
 6    16  2.75294e-03
 6    18  3.51070e-03
 6    21  3.14346e-03
 6    22 -9.53137e-03
 6    25  5.48815e-04
 6    27 -5.72412e-04
 7     9 -5.49974e-04
 7    13  1.45063e-03
 7    16 -3.54506e-03
 7    18  3.18539e-04
 7    21  5.10740e-04
 7    22  3.29371e-03
 7    25  3.61618e-04
 7    27  4.31166e-05
 8     9  3.04566e-03
 8    13 -2.37045e-03
 8    16  1.23581e-03
 8    18  2.56585e-03
 8    21  2.43820e-03
 8    22 -6.96601e-03
 8    25 -7.76319e-05
 8    27 -8.30437e-04
 9     9 -2.27807e-03
 9    13  1.05162e-04
 9    16 -3.23701e-03
 9    18  2.93716e-04
 9    21  2.32858e-03
 9    22  9.77283e-04
 9    25  3.18756e-04
 9    27  6.77983e-05
10     9 -1.98147e-03
10    13  2.21297e-04
10    16 -2.53170e-03
10    18  2.55719e-04
10    21  1.89457e-03
10    22  1.02284e-03
10    25  3.02496e-04
10    27 -2.11968e-04
11     9  2.76986e-03
11    13 -2.96207e-03
11    16  2.40949e-03
11    18  2.72047e-03
11    21  2.77516e-03
11    22 -9.25779e-03
11    25  4.23670e-04
11    27 -1.14445e-03
12     9  3.01449e-03
12    13 -3.11929e-03
12    16  2.70822e-03
12    18  3.57996e-03
12    21  2.99837e-03
12    22 -9.28362e-03
12    25  1.10716e-04
12    27 -7.81540e-04
13     9  1.12881e-03
13    13 -1.92716e-03
13    16  9.00428e-04
13    18  2.23808e-03
13    21  2.47246e-03
13    22 -6.65373e-03
13    25  3.57208e-04
13    27 -4.72314e-04
14     9  3.02402e-03
14    13 -3.32913e-03
14    16  2.68277e-03
14    18  3.36562e-03
14    21  2.94498e-03
14    22 -9.40235e-03
14    25  3.23692e-04
14    27 -7.09784e-04
15     9 -9.30776e-04
15    13  2.64755e-04
15    16 -2.80998e-03
15    18 -7.77934e-05
15    21  1.67879e-03
15    22  1.12066e-03
15    25 -3.51991e-04
15    27 -5.55718e-04
16     9 -1.31935e-03
16    13  6.87919e-04
16    16 -3.37131e-03
16    18  3.54950e-03
16    21  5.34533e-03
16    22 -7.46133e-03
16    25  7.56628e-04
16    26  1.05396e-05
16    27  1.70376e-03
17     9  2.10701e-03
17    13 -2.66860e-03
17    16  1.64209e-03
17    18  2.52224e-03
17    21  2.63279e-03
17    22 -7.35968e-03
17    25  2.01149e-04
17    27 -7.08255e-04
18     9 -3.13882e-03
18    13  9.49862e-04
18    16 -3.69795e-03
18    18 -1.49001e-04
18    21  1.79306e-03
18    22  3.39097e-03
18    25 -1.20808e-04
18    27 -2.59577e-04
19     9 -3.43057e-03
19    13  9.05886e-04
19    16 -3.91530e-03
19    18 -9.59206e-04
19    21  1.68608e-03
19    22  3.00339e-03
19    25  2.58355e-04
